,name,style,ounces,brewery_name,city,state
1876,Righteous Ale (2011),Rye Beer,16.0,Sixpoint Craft Ales,Brooklyn, NY
1877,Bengali Tiger (2011),American IPA,16.0,Sixpoint Craft Ales,Brooklyn, NY
1878,Rudie Session IPA,American IPA,12.0,Ska Brewing Company,Durango, CO
1879,Taster's Choice,Doppelbock,12.0,Ska Brewing Company,Durango, CO
1880,Modus Hoperandi,American IPA,12.0,Ska Brewing Company,Durango, CO
1881,Estival Cream Stout,American Stout,12.0,Ska Brewing Company,Durango, CO
1882,Vernal Minthe Stout,American Stout,12.0,Ska Brewing Company,Durango, CO
1883,Hibernal Vinifera Stout,Foreign / Export Stout,12.0,Ska Brewing Company,Durango, CO
1884,Autumnal Molé Stout,American Stout,12.0,Ska Brewing Company,Durango, CO
1885,Mexican Logger,American Pale Lager,12.0,Ska Brewing Company,Durango, CO
1886,True Blonde Ale,American Blonde Ale,12.0,Ska Brewing Company,Durango, CO
1887,Euphoria Pale Ale,American Pale Ale (APA),12.0,Ska Brewing Company,Durango, CO
1888,ESB Special Ale,Extra Special / Strong Bitter (ESB),12.0,Ska Brewing Company,Durango, CO
1889,Modus Hoperandi,American IPA,12.0,Ska Brewing Company,Durango, CO
1890,Iron Butt Red Ale,American Amber / Red Ale,12.0,Slanted Rock Brewing Company,Meridian, ID
1891,Initial Point India Pale Ale,American IPA,12.0,Slanted Rock Brewing Company,Meridian, ID
1892,Monkey Dancing On A Razor Blade,Belgian IPA,24.0,SlapShot Brewing Company,Chicago, IL
1893,Tripel Deke,Tripel,24.0,SlapShot Brewing Company,Chicago, IL
1894,Urban Wilderness Pale Ale,English Pale Ale,12.0,Sleeping Lady Brewing Company,Anchorage, AK
1895,Homefront IPA,American IPA,12.0,Sly Fox Brewing Company,Phoenixville, PA
1896,Sly Fox Christmas Ale 2013,Winter Warmer,12.0,Sly Fox Brewing Company,Pottstown, PA
1897,Grisette,Grisette,12.0,Sly Fox Brewing Company,Pottstown, PA
1898,360° India Pale Ale,American IPA,12.0,Sly Fox Brewing Company,Pottstown, PA
1899,Helles Golden Lager,Munich Helles Lager,12.0,Sly Fox Brewing Company,Pottstown, PA
1900,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,12.0,Sly Fox Brewing Company,Pottstown, PA
1901,Odyssey Imperial IPA,American Double / Imperial IPA,12.0,Sly Fox Brewing Company,Pottstown, PA
1902,Oktoberfest Lager,Märzen / Oktoberfest,12.0,Sly Fox Brewing Company,Pottstown, PA
1903,113 IPA,American IPA,12.0,Sly Fox Brewing Company,Pottstown, PA
1904,Dunkel Lager,Munich Dunkel Lager,12.0,Sly Fox Brewing Company,Pottstown, PA
1905,Royal Weisse Ale,Hefeweizen,12.0,Sly Fox Brewing Company,Pottstown, PA
1906,Pikeland Pils,German Pilsener,12.0,Sly Fox Brewing Company,Pottstown, PA
1907,Phoenix Pale Ale,American Pale Ale (APA),12.0,Sly Fox Brewing Company,Pottstown, PA
1908,Rule G IPA,American IPA,12.0,Smartmouth Brewing Company,Norfolk, VA
1909,Murphy's Law,American Amber / Red Ale,12.0,Smartmouth Brewing Company,Norfolk, VA
1910,Alter Ego ,Saison / Farmhouse Ale,12.0,Smartmouth Brewing Company,Norfolk, VA
1911,Monarch Pilsner,American Pilsner,12.0,Snake River Brewing Company,Jackson, WY
1912,Snow King Pale Ale,American Pale Ale (APA),12.0,Snake River Brewing Company,Jackson, WY
1913,Zonker Stout,Foreign / Export Stout,12.0,Snake River Brewing Company,Jackson, WY
1914,OB-1 Organic Ale,English Brown Ale,12.0,Snake River Brewing Company,Jackson, WY
1915,Snake River Lager,Vienna Lager,12.0,Snake River Brewing Company,Jackson, WY
1916,Snake River Pale Ale,American Pale Ale (APA),12.0,Snake River Brewing Company,Jackson, WY
1917,Pako’s EyePA,American IPA,12.0,Snake River Brewing Company,Jackson, WY
1918,Thanksgiving Ale,Kölsch,12.0,Sockeye Brewing Company,Boise, ID
1919,Double Dagger Imperial IPA,American Double / Imperial IPA,12.0,Sockeye Brewing Company,Boise, ID
1920,Dagger Falls IPA,American IPA,12.0,Sockeye Brewing Company,Boise, ID
1921,Dagger Falls IPA,American IPA,12.0,Sockeye Brewing Company,Boise, ID
1922,Socktoberfest,Märzen / Oktoberfest,16.0,Sockeye Brewing Company,Boise, ID
1923,Hopnoxious Imperial IPA,American Double / Imperial IPA,12.0,Sockeye Brewing Company,Boise, ID
1924,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12.0,Sockeye Brewing Company,Boise, ID
1925,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,16.0,Sockeye Brewing Company,Boise, ID
1926,Sockeye Belgian Style Summer Ale,Witbier,16.0,Sockeye Brewing Company,Boise, ID
1927,Sockeye Maibock,Maibock / Helles Bock,12.0,Sockeye Brewing Company,Boise, ID
1928,Old Devil's Tooth,American Barleywine,12.0,Sockeye Brewing Company,Boise, ID
1929,Galena Golden,American Blonde Ale,12.0,Sockeye Brewing Company,Boise, ID
1930,Hell-Diver Pale Ale,American Pale Ale (APA),12.0,Sockeye Brewing Company,Boise, ID
1931,Woolybugger Wheat,American Pale Wheat Ale,12.0,Sockeye Brewing Company,Boise, ID
1932,Power House Porter,American Porter,12.0,Sockeye Brewing Company,Boise, ID
1933,Winterfest,American Strong Ale,16.0,Sockeye Brewing Company,Boise, ID
1934,Dagger Falls IPA,American IPA,12.0,Sockeye Brewing Company,Boise, ID
1935,LuckenBock,Bock,16.0,South Austin Brewery,South Austin, TX
1936,Texas Pale Ale (TPA),American IPA,16.0,South Austin Brewery,South Austin, TX
1937,6 String Saison,Saison / Farmhouse Ale,16.0,South Austin Brewery,South Austin, TX
1938,Kol' Beer,Kölsch,16.0,South Austin Brewery,South Austin, TX
1939,Montauk Light,Light Lager,12.0,Southampton Publick House,Southampton, NY
1940,Na Zdraví Pilsner,Czech Pilsener,16.0,Southern Oregon Brewing Company,Medford, OR
1941,Nice Rack IPA,American IPA,16.0,Southern Oregon Brewing Company,Medford, OR
1942,2014 IPA Cicada Series,American IPA,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1943,Sinister Minister Black IPA,American IPA,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1944,Jack the Sipper,Extra Special / Strong Bitter (ESB),12.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1945,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1946,Suzy B Dirty Blonde Ale,American Blonde Ale,12.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1947,Mississippi Fire Ant,American Amber / Red Ale,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1948,Hipster Breakfast,Oatmeal Stout,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1949,Suzy B Dirty Blonde Ale,American Blonde Ale,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1950,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1951,Pine Belt Pale Ale,American Pale Ale (APA),12.0,Southern Star Brewing Company,Conroe, TX
1952,Walloon,Saison / Farmhouse Ale,12.0,Southern Star Brewing Company,Conroe, TX
1953,Le Mort Vivant,Bière de Garde,12.0,Southern Star Brewing Company,Conroe, TX
1954,Red Cockaded Ale,American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1955,Valkyrie Double IPA,American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1956,Red Cockaded Ale (2013),American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1957,Old Potentate,Old Ale,12.0,Southern Star Brewing Company,Conroe, TX
1958,Bombshell Blonde,American Blonde Ale,16.0,Southern Star Brewing Company,Conroe, TX
1959,PRO-AM (2012) (2012),American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1960,Walloon (2014),Saison / Farmhouse Ale,12.0,Southern Star Brewing Company,Conroe, TX
1961,Le Mort Vivant (2011),Bière de Garde,12.0,Southern Star Brewing Company,Conroe, TX
1962,Buried Hatchet Stout,Foreign / Export Stout,12.0,Southern Star Brewing Company,Conroe, TX
1963,Pine Belt Pale Ale,American Pale Ale (APA),16.0,Southern Star Brewing Company,Conroe, TX
1964,Bombshell Blonde,American Blonde Ale,12.0,Southern Star Brewing Company,Conroe, TX
1965,Baby Daddy Session IPA,American IPA,12.0,Speakasy Ales & Lagers,San Francisco, CA
1966,Hopluia (2004),English India Pale Ale (IPA),16.0,Spilker Ales,Cortland, NE
1967,Ball & Chain (2014),American Pale Ale (APA),16.0,Spiteful Brewing Company,Chicago, IL
1968,Bitter Biker Double IPA,American Double / Imperial IPA,16.0,Spiteful Brewing Company,Chicago, IL
1969,God Damn Pigeon Porter,American Porter,16.0,Spiteful Brewing Company,Chicago, IL
1970,Working for the Weekend,American Double / Imperial IPA,16.0,Spiteful Brewing Company,Chicago, IL
1971,Angry Adam,American Amber / Red Ale,16.0,Spiteful Brewing Company,Chicago, IL
1972,Freedom Fries,American Stout,16.0,Spiteful Brewing Company,Chicago, IL
1973,Bitter Biker Double IPA,American Double / Imperial IPA,12.0,Spiteful Brewing Company,Chicago, IL
1974,Ghost Bike Pale Ale,American Pale Ale (APA),16.0,Spiteful Brewing Company,Chicago, IL
1975,Spiteful IPA,American IPA,12.0,Spiteful Brewing Company,Chicago, IL
1976,Alley Time,American Pale Ale (APA),12.0,Spiteful Brewing Company,Chicago, IL
1977,Fat Badger,Irish Red Ale,12.0,Spiteful Brewing Company,Chicago, IL
1978,In the Weeds,American Pale Wheat Ale,12.0,Spiteful Brewing Company,Chicago, IL
1979,Special Amber,Vienna Lager,12.0,Sprecher Brewing Company,Glendale, WI
1980,Special Amber,Vienna Lager,12.0,Sprecher Brewing Company,Glendale, WI
1981,Seven Gates Pale Ale,American Pale Ale (APA),12.0,Spring House Brewing Company,Conestoga, PA
1982,Gunga Din,Cider,16.0,St. Julian Winery,Paw Paw, MI
1983,Starr Pils,German Pilsener,12.0,Starr Hill Brewery,Crozet, VA
1984,Northern Lights India Pale Ale,American IPA,16.0,Starr Hill Brewery,Crozet, VA
1985,Festie,Märzen / Oktoberfest,12.0,Starr Hill Brewery,Crozet, VA
1986,Northern Lights India Pale Ale,American IPA,12.0,Starr Hill Brewery,Crozet, VA
1987,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12.0,Steamworks Brewing Company,Durango, CO
1988,Colorado Kölsch,Kölsch,12.0,Steamworks Brewing Company,Durango, CO
1989,Steam Engine Lager,American Amber / Red Lager,12.0,Steamworks Brewing Company,Durango, CO
1990,Third Eye Pale Ale,American IPA,12.0,Steamworks Brewing Company,Durango, CO
1991,Point Special (Current),American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1992,Point Special,American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1993,Point Cascade Pale Ale (2013),American Pale Ale (APA),12.0,Stevens Point Brewery,Stevens Point, WI
1994,Point Special,American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1995,Onyx Black Ale,American Black Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1996,Beyond The Pale IPA,American IPA,12.0,Stevens Point Brewery,Stevens Point, WI
1997,Point Special (2013),American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1998,Point Special (2012),American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1999,Point Special Lager,American Adjunct Lager,16.0,Stevens Point Brewery,Stevens Point, WI
2000,St. Benedict's Winter Ale,Winter Warmer,12.0,Stevens Point Brewery,Stevens Point, WI
2001,Point Oktoberfest,Märzen / Oktoberfest,16.0,Stevens Point Brewery,Stevens Point, WI
2002,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16.0,Stevens Point Brewery,Stevens Point, WI
2003,Point Nude Beach Summer Wheat,American Pale Wheat Ale,12.0,Stevens Point Brewery,Stevens Point, WI
2004,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,12.0,Stevens Point Brewery,Stevens Point, WI
2005,Drop Dead Blonde,American Blonde Ale,12.0,Stevens Point Brewery,Stevens Point, WI
2006,Three Kings Ale,Kölsch,12.0,Stevens Point Brewery,Stevens Point, WI
2007,Point Oktoberfest,Märzen / Oktoberfest,12.0,Stevens Point Brewery,Stevens Point, WI
2008,2012 Black Ale,American Brown Ale,12.0,Stevens Point Brewery,Stevens Point, WI
2009,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,12.0,Stevens Point Brewery,Stevens Point, WI
2010,Point Cascade Pale Ale,American Pale Ale (APA),12.0,Stevens Point Brewery,Stevens Point, WI
2011,Point Amber Classic,American Amber / Red Lager,12.0,Stevens Point Brewery,Stevens Point, WI
2012,Point Special Lager,American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
2013,Wisco Disco,American Amber / Red Ale,16.0,Stillmank Beer Company,Green Bay, WI
2014,Brontide,American Black Ale,12.0,Stillwater Artisanal Ales,Baltimore, MD
2015,Brontide,American Black Ale,12.0,Stillwater Artisanal Ales,Baltimore, MD
2016,Classique,Saison / Farmhouse Ale,12.0,Stillwater Artisanal Ales,Baltimore, MD
2017,Sunsplash Golden Ale (2004),American Blonde Ale,12.0,Stone Coast Brewing Company,Portland, ME
2018,Sand Island Lighthouse,Kölsch,12.0,Straight to Ale,Huntsville, AL
2019,Lily Flagg Milk Stout,Milk / Sweet Stout,12.0,Straight to Ale,Huntsville, AL
2020,Monkeynaut IPA,American IPA,12.0,Straight to Ale,Huntsville, AL
2021,Straub Beer (Current),American Adjunct Lager,12.0,Straub Brewery,St Mary's, PA
2022,American Lager,American Adjunct Lager,12.0,Straub Brewery,St Mary's, PA
2023,American Amber,American Amber / Red Lager,12.0,Straub Brewery,St Mary's, PA
2024,American Light,Light Lager,12.0,Straub Brewery,St Mary's, PA
2025,Extra Pale Ale,American Pale Ale (APA),12.0,Summit Brewing Company,St Paul, MN
2026,Make It So,Extra Special / Strong Bitter (ESB),12.0,Summit Brewing Company,St. Paul, MN
2027,Hopvale Organic Ale,American Pale Ale (APA),16.0,Summit Brewing Company,St. Paul, MN
2028,Unchained #18 Hop Silo,American Double / Imperial IPA,16.0,Summit Brewing Company,St. Paul, MN
2029,Tip Off,Altbier,16.0,Sun King Brewing Company,Indianapolis, IN
2030,Java Mac,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2031,Cowbell,American Porter,16.0,Sun King Brewing Company,Indianapolis, IN
2032,Hop Up Offa That Brett (2014),Belgian Pale Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2033,PV Muckle (2013),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
2034,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2035,Whip Fight,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
2036,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
2037,Fistful Of Hops Red,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2038,Fistful of Hops Orange,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2039,Fistful Of Hops Blue,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2040,Fistful of Hops Green,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2041,30 Min Coma,Belgian IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2042,Wee Muckle,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
2043,Royal Brat,Extra Special / Strong Bitter (ESB),16.0,Sun King Brewing Company,Indianapolis, IN
2044,Grapefruit Jungle (GFJ),American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2045,Osiris Pale Ale,American Pale Ale (APA),16.0,Sun King Brewing Company,Indianapolis, IN
2046,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,Sun King Brewing Company,Indianapolis, IN
2047,Stupid Sexy Flanders,Flanders Oud Bruin,16.0,Sun King Brewing Company,Indianapolis, IN
2048,Bourbon Barrel Cowbell,American Porter,16.0,Sun King Brewing Company,Indianapolis, IN
2049,Popcorn Pilsner,German Pilsener,16.0,Sun King Brewing Company,Indianapolis, IN
2050,Ring of Dingle,Irish Dry Stout,16.0,Sun King Brewing Company,Indianapolis, IN
2051,Bourbon Barrel Wee Mac,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2052,Bourbon Barrel Johan,English Barleywine,16.0,Sun King Brewing Company,Indianapolis, IN
2053,The Deuce,American Brown Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2054,The Velvet Fog,Quadrupel (Quad),16.0,Sun King Brewing Company,Indianapolis, IN
2055,Sun King Oktoberfest,Märzen / Oktoberfest,16.0,Sun King Brewing Company,Indianapolis, IN
2056,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0,Sun King Brewing Company,Indianapolis, IN
2057,Indians Victory Lager (2012),Dortmunder / Export Lager,16.0,Sun King Brewing Company,Indianapolis, IN
2058,Chaka,Belgian Strong Pale Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2059,Isis,American Double / Imperial IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2060,Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
2061,Grapefruit Jungle (GFJ) (2011),American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2062,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0,Sun King Brewing Company,Indianapolis, IN
2063,Johan the Barleywine,English Barleywine,16.0,Sun King Brewing Company,Indianapolis, IN
2064,Wee Mac Scottish-Style Ale,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2065,Sunlight Cream Ale,Cream Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2066,Osiris Pale Ale (2010),American Pale Ale (APA),16.0,Sun King Brewing Company,Indianapolis, IN
2067,Dam Lager,American Amber / Red Lager,12.0,Sunken City Brewing Company,Hardy, VA
2068,Red Clay IPA,American IPA,12.0,Sunken City Brewing Company,Hardy, VA
2069,Todd the Axe Man,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2070,Doomtree,Extra Special / Strong Bitter (ESB),16.0,Surly Brewing Company,Brooklyn Center, MN
2071,BLAKKR,American Black Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2072,Overrated! West Coast Style IPA,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2073,WET,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2074,Bitter Brewer,English Bitter,16.0,Surly Brewing Company,Brooklyn Center, MN
2075,SurlyFest,Rye Beer,16.0,Surly Brewing Company,Brooklyn Center, MN
2076,Coffee Bender,American Brown Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2077,Bender,American Brown Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2078,Abrasive Ale,American Double / Imperial IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2079,Hell,Keller Bier / Zwickel Bier,16.0,Surly Brewing Company,Brooklyn Center, MN
2080,CynicAle,Saison / Farmhouse Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2081,Furious,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2082,Big Nose,American IPA,12.0,Swamp Head Brewery,Gainesville, FL
2083,Cotton Mouth,Witbier,12.0,Swamp Head Brewery,Gainesville, FL
2084,Stump Knocker Pale Ale,American Pale Ale (APA),12.0,Swamp Head Brewery,Gainesville, FL
2085,Midnight Oil,Oatmeal Stout,12.0,Swamp Head Brewery,Gainesville, FL
2086,Wild Night,Cream Ale,12.0,Swamp Head Brewery,Gainesville, FL
2087,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12.0,Swashbuckler Brewing Company,Manheim, PA
2088,Take Two Pils,German Pilsener,12.0,SweetWater Brewing Company,Atlanta, GA
2089,Waterkeeper,Hefeweizen,12.0,SweetWater Brewing Company,Atlanta, GA
2090,SweetWater IPA,American IPA,12.0,SweetWater Brewing Company,Atlanta, GA
2091,420 Extra Pale Ale,American Pale Ale (APA),12.0,SweetWater Brewing Company,Atlanta, GA
2092,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0,TailGate Beer,San Diego, CA
2093,TailGate Saison,Saison / Farmhouse Ale,12.0,TailGate Beer,San Diego, CA
2094,TailGate IPA,American IPA,24.0,TailGate Beer,San Diego, CA
2095,TailGate IPA,American IPA,12.0,TailGate Beer,San Diego, CA
2096,TailGate Hefeweizen,Hefeweizen,24.0,TailGate Beer,San Diego, CA
2097,Blacktop Blonde,American Blonde Ale,24.0,TailGate Beer,San Diego, CA
2098,Blacktop Blonde,American Blonde Ale,12.0,TailGate Beer,San Diego, CA
2099,TailGate Hefeweizen,Hefeweizen,12.0,TailGate Beer,San Diego, CA
2100,Wooden Rooster,Tripel,16.9,Tallgrass Brewing Company,Manhattan, KS
2101,Ginger Peach Saison,Saison / Farmhouse Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2102,Zombie Monkie,American Porter,16.0,Tallgrass Brewing Company,Manhattan, KS
2103,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2104,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0,Tallgrass Brewing Company,Manhattan, KS
2105,Ethos IPA,American IPA,16.0,Tallgrass Brewing Company,Manhattan, KS
2106,Tallgrass Pub Ale,American Brown Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2107,Oasis,Extra Special / Strong Bitter (ESB),16.0,Tallgrass Brewing Company,Manhattan, KS
2108,Buffalo Sweat,Milk / Sweet Stout,16.0,Tallgrass Brewing Company,Manhattan, KS
2109,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2110,8-Bit Pale Ale,American Pale Ale (APA),16.0,Tallgrass Brewing Company,Manhattan, KS
2111,Velvet Rooster,Tripel,16.0,Tallgrass Brewing Company,Manhattan, KS
2112,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12.0,Tallgrass Brewing Company,Manhattan, KS
2113,Köld Lager (2010),German Pilsener,16.0,Tallgrass Brewing Company,Manhattan, KS
2114,Oasis (2010),American Double / Imperial IPA,16.0,Tallgrass Brewing Company,Manhattan, KS
2115,Tallgrass Ale,American Brown Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2116,Buffalo Sweat (2010),Milk / Sweet Stout,16.0,Tallgrass Brewing Company,Manhattan, KS
2117,Tallgrass IPA,American IPA,16.0,Tallgrass Brewing Company,Manhattan, KS
2118,Hat Trick Hop IPA,American IPA,16.0,Tamarack Brewing Company,Lakeside, MT
2119,Yard Sale Amber Ale,American Amber / Red Ale,16.0,Tamarack Brewing Company,Lakeside, MT
2120,Loafin Bräu,Altbier,16.0,Tampa Bay Brewing Company,Tampa, FL
2121,Old Elephant Foot IPA,American IPA,16.0,Tampa Bay Brewing Company,Tampa, FL
2122,Peck's Porter,American Porter,16.0,Tapistry Brewing,Bridgman, MI
2123,Reactor,American IPA,16.0,Tapistry Brewing,Bridgman, MI
2124,Mr. Orange,Witbier,16.0,Tapistry Brewing,Bridgman, MI
2125,Deduction,Dubbel,12.0,Taxman Brewing Company,Bargersville, IN
2126,Face Down Brown Ale,American Brown Ale,12.0,Telluride Brewing Company,Telluride, CO
2127,Tempter IPA,American IPA,12.0,Telluride Brewing Company,Telluride, CO
2128,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12.0,Telluride Brewing Company,Telluride, CO
2129,Smittytown,Extra Special / Strong Bitter (ESB),12.0,Temperance Beer Company,Evanston, IL
2130,Greenwood Beach,Fruit / Vegetable Beer,12.0,Temperance Beer Company,Evanston, IL
2131,Gatecrasher,English India Pale Ale (IPA),12.0,Temperance Beer Company,Evanston, IL
2132,RecreationAle,American Pale Ale (APA),12.0,Terrapin Brewing Company,Athens, GA
2133,First Stand,Saison / Farmhouse Ale,12.0,Texian Brewing Co.,Richmond, TX
2134,Battle LIne,American Brown Ale,12.0,Texian Brewing Co.,Richmond, TX
2135,Broken Bridge,Dunkelweizen,12.0,Texian Brewing Co.,Richmond, TX
2136,Brutus,English India Pale Ale (IPA),12.0,Texian Brewing Co.,Richmond, TX
2137,Petit Mutant,American Wild Ale,16.0,The Alchemist,Waterbury, VT
2138,The Crusher,American Double / Imperial IPA,16.0,The Alchemist,Waterbury, VT
2139,Beelzebub,American Double / Imperial Stout,16.0,The Alchemist,Waterbury, VT
2140,Focal Banger,American IPA,16.0,The Alchemist,Waterbury, VT
2141,Heady Topper,American Double / Imperial IPA,16.0,The Alchemist,Waterbury, VT
2142,Heady Topper,American Double / Imperial IPA,16.0,The Alchemist,Waterbury, VT
2143,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12.0,The Black Tooth Brewing Company,Sheridan, WY
2144,Indian Paintbrush IPA,American IPA,12.0,The Black Tooth Brewing Company,Sheridan, WY
2145,Saddle Bronc Brown Ale (2013),English Brown Ale,12.0,The Black Tooth Brewing Company,Sheridan, WY
2146,Wagon Box Wheat Beer,American Pale Wheat Ale,12.0,The Black Tooth Brewing Company,Sheridan, WY
2147,Birdhouse Pale Ale,Belgian Pale Ale,12.0,The Brewer's Art,Baltimore, MD
2148,Ozzy,Belgian Pale Ale,12.0,The Brewer's Art,Baltimore, MD
2149,Resurrection,Dubbel,12.0,The Brewer's Art,Baltimore, MD
2150,Bronx Summer Pale Ale,American Pale Ale (APA),16.0,The Bronx Brewery,Bronx, NY
2151,Bronx Black Pale Ale,American Black Ale,16.0,The Bronx Brewery,Bronx, NY
2152,Bronx Pale Ale,American Pale Ale (APA),16.0,The Bronx Brewery,Bronx, NY
2153,Surfrider,American Pale Ale (APA),16.0,The Dudes' Brewing Company,Torrance, CA
2154,Kolschtal Eddy,Kölsch,16.0,The Dudes' Brewing Company,Torrance, CA
2155,South Bay Session IPA,American IPA,16.0,The Dudes' Brewing Company,Torrance, CA
2156,Grandma's Pecan,English Brown Ale,16.0,The Dudes' Brewing Company,Torrance, CA
2157,Double Trunk,American Double / Imperial IPA,16.0,The Dudes' Brewing Company,Torrance, CA
2158,Just IPA,American IPA,12.0,The Just Beer Project,Burlington, VT
2159,Lionshead,American Pilsner,12.0,The Lion Brewery,Wilkes-Barre, PA
2160,Manhattan Gold Lager (1990),American Amber / Red Lager,12.0,The Manhattan Brewing Company,New York, NY
2161,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0,The Mitten Brewing Company,Grand Rapids, MI
2162,Northern Hawk Owl Amber,American Amber / Red Ale,12.0,The Right Brain Brewery,Traverse City, MI
2163,CEO Stout,American Stout,16.0,The Right Brain Brewery,Traverse City, MI
2164,Will Power Pale Ale,American Pale Ale (APA),16.0,The Right Brain Brewery,Traverse City, MI
2165,Curious Traveler Shandy,Shandy,12.0,The Traveler Beer Company,Burlington, VT
2166,Hunny Do Wheat,American Pale Wheat Ale,12.0,Third Street Brewhouse,Cold Spring, MN
2167,Three Way Pale Ale,American Pale Ale (APA),12.0,Third Street Brewhouse,Cold Spring, MN
2168,Rise to the Top,Cream Ale,12.0,Third Street Brewhouse,Cold Spring, MN
2169,Lost Trout Brown Ale,American Brown Ale,12.0,Third Street Brewhouse,Cold Spring, MN
2170,Watermelon Ale,Fruit / Vegetable Beer,12.0,Thomas Hooker Brewing Company,Bloomfield, CT
2171,Knotty Blonde Ale,American Blonde Ale,12.0,Three Creeks Brewing,Sisters, OR
2172,Fivepine Chocolate Porter,American Porter,12.0,Three Creeks Brewing,Sisters, OR
