name,style,ounces,brewery_name,city,state
The Great Return,India Pale Ale,16.0,Hardywood Park Craft Brewery,Richmond,VA
Hardywood Cream Ale,Cream Ale,12.0,Hardywood Park Craft Brewery,Richmond,VA
Capital Trail Pale Ale,Pale Ale,12.0,Hardywood Park Craft Brewery,Richmond,VA
UFO Gingerland,Others,12.0,Harpoon Brewery,Boston,MA
The Long Thaw White IPA,Others,12.0,Harpoon Brewery,Boston,MA
Honey Cider,Others,12.0,Harpoon Brewery,Boston,MA
Harpoon Summer Beer,Others,12.0,Harpoon Brewery,Boston,MA
Harpoon IPA,India Pale Ale,12.0,Harpoon Brewery,Boston,MA
UFO Pumpkin,Others,12.0,Harpoon Brewery,Boston,MA
Harpoon Octoberfest,Others,12.0,Harpoon Brewery,Boston,MA
Harpoon IPA (2012),India Pale Ale,12.0,Harpoon Brewery,Boston,MA
Harpoon Summer Beer (2012),Others,12.0,Harpoon Brewery,Boston,MA
UFO White,Wheat Ale,12.0,Harpoon Brewery,Boston,MA
Harpoon Summer Beer (2010),Others,12.0,Harpoon Brewery,Boston,MA
Harpoon IPA (2010),India Pale Ale,12.0,Harpoon Brewery,Boston,MA
Great Falls Select Pale Ale,Blonde Ale,12.0,Harvest Moon Brewing Company,Belt,MT
Beltian White,Witbier,12.0,Harvest Moon Brewing Company,Belt,MT
Kaua'i Golden Ale,Blonde Ale,12.0,Hawai'i Nui Brewing Co.,Hilo,HI
Sunset Amber,Pale Ale,12.0,Hawai'i Nui Brewing Co.,Hilo,HI
Hapa Brown Ale,Brown Ale,19.2,Hawai'i Nui Brewing Co.,Hilo,HI
Hapa Brown Ale,Brown Ale,12.0,Hawai'i Nui Brewing Co.,Hilo,HI
Southern Cross,Others,19.2,Hawai'i Nui Brewing Co.,Hilo,HI
Groupe G,India Pale Ale,16.0,Headlands Brewing Company,Mill Valley,CA
Pt. Bonita Rustic Lager,Others,16.0,Headlands Brewing Company,Mill Valley,CA
Hill 88 Double IPA,Double / Imperial IPA,16.0,Headlands Brewing Company,Mill Valley,CA
Loose Cannon,India Pale Ale,12.0,Heavy Seas Beer,Halethorpe,MD
AARGHtoberfest!,Others,12.0,Heavy Seas Beer,Halethorpe,MD
Davy Jones Lager,Cream Ale,12.0,Heavy Seas Beer,Halethorpe,MD
Grazias,Cream Ale,16.0,Hess Brewing Company,San Diego,CA
Habitus IPA,India Pale Ale,16.0,Hess Brewing Company,San Diego,CA
Ex Umbris Rye Imperial Stout,Imperial Stout,16.0,Hess Brewing Company,San Diego,CA
The Golden One,Pilsner,12.0,High Hops Brewery,Windsor,CO
The Power of Zeus,Pale Ale,12.0,High Hops Brewery,Windsor,CO
Tonganoxie Honey Wheat,Wheat Ale,12.0,High Noon Saloon And Brewery,Leavenworth,KS
Oregon Trail Unfiltered Raspberry Wheat,Others,12.0,High Noon Saloon And Brewery,Leavenworth,KS
Annie's Amber Ale,Amber / Red Ale,12.0,High Noon Saloon And Brewery,Leavenworth,KS
The 12th Can™,Pale Ale,16.0,Hilliard's Beer,Seattle,WA
Hilliard's Pils,Pilsner,16.0,Hilliard's Beer,Seattle,WA
Hilliard's Blonde,Blonde Ale,16.0,Hilliard's Beer,Seattle,WA
Hilliard's Amber Ale,Amber / Red Ale,16.0,Hilliard's Beer,Seattle,WA
Hilliard's Saison,Others,16.0,Hilliard's Beer,Seattle,WA
White Cap White IPA,Others,16.0,Hinterland Brewery,Green Bay,WI
Provision,Others,12.0,Hop Farm Brewing Company,Pittsburgh,PA
One Nut Brown,Brown Ale,12.0,Hop Farm Brewing Company,Pittsburgh,PA
Hop Farm IPA,India Pale Ale,12.0,Hop Farm Brewing Company,Pittsburgh,PA
Double D Blonde,Blonde Ale,12.0,Hop Valley Brewing Company,Springfield,OR
Festeroo Winter Ale,Strong Ale,12.0,Hop Valley Brewing Company,Springfield,OR
Proxima IPA,India Pale Ale,12.0,Hop Valley Brewing Company,Springfield,OR
Double D Blonde (2013),Blonde Ale,12.0,Hop Valley Brewing Company,Springfield,OR
541 American Lager,Others,12.0,Hop Valley Brewing Company,Springfield,OR
Alphadelic IPA,India Pale Ale,12.0,Hop Valley Brewing Company,Springfield,OR
Alphadelic IPA (2011),India Pale Ale,12.0,Hop Valley Brewing Company,Springfield,OR
Double D Blonde (2011),Blonde Ale,12.0,Hop Valley Brewing Company,Springfield,OR
Green House India Pale Ale,India Pale Ale,12.0,Hops & Grain Brewery,Austin,TX
The One They Call Zoe,Others,12.0,Hops & Grain Brewery,Austin,TX
Alteration,Altbier,12.0,Hops & Grain Brewery,Austin,TX
Pale Dog,Pale Ale,12.0,Hops & Grain Brewery,Austin,TX
Porter Culture,Porter,12.0,Hops & Grains Brewing Company,Austin,TX
Hard Cider,Others,16.0,Hopworks Urban Brewery,Portland,OR
Totally Radler,Others,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
Rise Up Red,Amber / Red Ale,16.0,Hopworks Urban Brewery,Portland,OR
Survival Stout,Others,16.0,Hopworks Urban Brewery,Portland,OR
Hopworks IPA,India Pale Ale,16.0,Hopworks Urban Brewery,Portland,OR
Abominable Winter Ale,Strong Ale,16.0,Hopworks Urban Brewery,Portland,OR
Pigwar White India Pale Ale,Others,16.0,Hopworks Urban Brewery,Portland,OR
Rise-Up Red (2014),Amber / Red Ale,16.0,Hopworks Urban Brewery,Portland,OR
Abominable Winter Ale (2012),Strong Ale,16.0,Hopworks Urban Brewery,Portland,OR
HUB Lager,Pilsner,16.0,Hopworks Urban Brewery,Portland,OR
Hopworks IPA (2012),India Pale Ale,16.0,Hopworks Urban Brewery,Portland,OR
Watermelon Wheat,Wheat Ale,12.0,Horny Goat Brew Pub,Milwaukee,WI
Laka Laka Pineapple,Hefeweizen,12.0,Horny Goat Brew Pub,Milwaukee,WI
Oktoberfest,Others,16.0,Horny Goat Brew Pub,Milwaukee,WI
Trail Maker Pale Ale,Pale Ale,12.0,Howard Brewing Company,Lenoir,NC
Action Man Lager,Vienna,12.0,Howard Brewing Company,Lenoir,NC
Let It Ride IPA,India Pale Ale,12.0,Indeed Brewing Company,Minneapolis,MN
Stir Crazy Winter Ale,Others,12.0,Indeed Brewing Company,Minneapolis,MN
Sweet Yamma Jamma Ale,Others,12.0,Indeed Brewing Company,Minneapolis,MN
Shenanigans Summer Ale,Wheat Ale,12.0,Indeed Brewing Company,Minneapolis,MN
Midnight Ryder,Others,12.0,Indeed Brewing Company,Minneapolis,MN
Day Tripper Pale Ale,Pale Ale,12.0,Indeed Brewing Company,Minneapolis,MN
Oklahoma Suks,Amber / Red Ale,12.0,Independence Brewing Company,Austin,TX
Power & Light,Pale Ale,12.0,Independence Brewing Company,Austin,TX
White Rabbit ,Witbier,12.0,Independence Brewing Company,Austin,TX
Tribute,Pale Ale,12.0,Indiana City Brewing,Indianapolis,IN
Infamous IPA,India Pale Ale,12.0,Infamous Brewing Company,Austin,TX
Hijack,Cream Ale,12.0,Infamous Brewing Company,Austin,TX
Jon Boat Coastal Ale,Blonde Ale,12.0,Intuition Ale Works,Jacksonville,FL
I-10 IPA,India Pale Ale,12.0,Intuition Ale Works,Jacksonville,FL
People's Pale Ale,Pale Ale,12.0,Intuition Ale Works,Jacksonville,FL
Summer Ale,Blonde Ale,12.0,Ipswich Ale Brewery,Ipswich,MA
Appreciation Ale,India Pale Ale,16.0,Iron Hill Brewery & Restaurant,Wilmington,DE
House Lager,Others,16.0,Jack's Abby Craft Lagers,Framingham,MA
Leisure Time,Others,12.0,Jack's Abby Craft Lagers,Framingham,MA
Excess IPL,Others,16.0,Jack's Abby Craft Lagers,Framingham,MA
Hoponius Union,Others,12.0,Jack's Abby Craft Lagers,Framingham,MA
Calyptra,Others,12.0,Jack's Abby Craft Lagers,Framingham,MA
Helen's Blend,Others,12.0,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
Jack's Hard Cider,Others,12.0,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
Thunder Ann,Pale Ale,12.0,Jackalope Brewing Company,Nashville,TN
Razz Wheat,Others,12.0,Jackie O's Pub & Brewery,Athens,OH
Hop Ryot,India Pale Ale,12.0,Jackie O's Pub & Brewery,Athens,OH
Mystic Mama IPA,India Pale Ale,12.0,Jackie O's Pub & Brewery,Athens,OH
Firefly Amber Ale,Amber / Red Ale,12.0,Jackie O's Pub & Brewery,Athens,OH
Chomolungma Honey Nut Brown Ale,Brown Ale,12.0,Jackie O's Pub & Brewery,Athens,OH
Welcome to Scoville,India Pale Ale,12.0,Jailbreak Brewing Company,Laurel,MD
Bastian,Strong Ale,12.0,James Page Brewing Company,Stevens Point,WI
Healani,Hefeweizen,12.0,James Page Brewing Company,Stevens Point,WI
Yabba Dhaba Chai Tea Porter,Porter,12.0,James Page Brewing Company,Stevens Point,WI
A Capella Gluten Free Pale Ale,Pale Ale,12.0,James Page Brewing Company,Stevens Point,WI
Casper White Stout,Blonde Ale,12.0,James Page Brewing Company,Stevens Point,WI
JP's Ould Sod Irish Red IPA,India Pale Ale,12.0,James Page Brewing Company,Stevens Point,WI
Weize Guy,Hefeweizen,12.0,Joseph James Brewing Company,Henderson,NV
Fox Tail Gluten Free Ale,Pale Ale,12.0,Joseph James Brewing Company,Henderson,NV
Hop Box Imperial IPA,Double / Imperial IPA,12.0,Joseph James Brewing Company,Henderson,NV
Joseph James American Lager,Others,12.0,Joseph James Brewing Company,Henderson,NV
Sucha Much IPA,India Pale Ale,12.0,Kalona Brewing Company,Kalona,IA
Lewbricator Wheat Dopplebock ,Doppelbock,12.0,Kalona Brewing Company,Kalona,IA
Weisse Versa (2012),Hefeweizen,12.0,Karbach Brewing Company,Houston,TX
Mother in Lager,Dunkel,12.0,Karbach Brewing Company,Houston,TX
Weekend Warrior Pale Ale,Pale Ale,12.0,Karbach Brewing Company,Houston,TX
Karbachtoberfest,Others,12.0,Karbach Brewing Company,Houston,TX
Love Street Summer Seasonal (2014),Others,12.0,Karbach Brewing Company,Houston,TX
Barn Burner Saison,Others,12.0,Karbach Brewing Company,Houston,TX
Rodeo Clown Double IPA,Double / Imperial IPA,12.0,Karbach Brewing Company,Houston,TX
Sympathy for the Lager,Others,12.0,Karbach Brewing Company,Houston,TX
Weisse Versa,Hefeweizen,12.0,Karbach Brewing Company,Houston,TX
Hopadillo India Pale Ale,India Pale Ale,12.0,Karbach Brewing Company,Houston,TX
KelSo Nut Brown Lager,Dark Lager,12.0,KelSo Beer Company,Brooklyn,NY
KelSo India Pale Ale,India Pale Ale,12.0,KelSo Beer Company,Brooklyn,NY
KelSo Pilsner,Pilsner,12.0,KelSo Beer Company,Brooklyn,NY
Skilak Scottish Ale,Scotch Ale / Wee Heavy,12.0,Kenai River Brewing Company,Soldotna,AK
Peninsula Brewers Reserve (PBR),Blonde Ale,12.0,Kenai River Brewing Company,Soldotna,AK
Sunken Island IPA,India Pale Ale,12.0,Kenai River Brewing Company,Soldotna,AK
Skilak Scottish Ale (2011),Scotch Ale / Wee Heavy,12.0,Kenai River Brewing Company,Soldotna,AK
Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16.0,Kettle House Brewing Company,Missoula,MT
Double Haul IPA (2009),India Pale Ale,16.0,Kettle House Brewing Company,Missoula,MT
Double Haul IPA (2006),India Pale Ale,16.0,Kettle House Brewing Company,Missoula,MT
Eddy Out Pale Ale,Pale Ale,16.0,Kettle House Brewing Company,Missoula,MT
Double Haul IPA,India Pale Ale,16.0,Kettle House Brewing Company,Missoula,MT
Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0,Kettle House Brewing Company,Missoula,MT
U. P. Witbier,Witbier,12.0,Keweenaw Brewing Company,Houghton,MI
November Gale Pale Ale,Pale Ale,12.0,Keweenaw Brewing Company,Houghton,MI
Olde Ore Dock Scottish Ale,Scotch Ale / Wee Heavy,12.0,Keweenaw Brewing Company,Houghton,MI
Widow Maker Black Ale,Brown Ale,12.0,Keweenaw Brewing Company,Houghton,MI
Lift Bridge Brown Ale,Brown Ale,12.0,Keweenaw Brewing Company,Houghton,MI
Pick Axe Blonde Ale,Blonde Ale,12.0,Keweenaw Brewing Company,Houghton,MI
Red Jacket Amber Ale,Amber / Red Ale,12.0,Keweenaw Brewing Company,Houghton,MI
Amber Ale,Amber / Red Ale,12.0,King Street Brewing Company,Anchorage,AK
King Street Pilsner,Pilsner,12.0,King Street Brewing Company,Anchorage,AK
King Street IPA,India Pale Ale,12.0,King Street Brewing Company,Anchorage,AK
King Street Hefeweizen,Hefeweizen,12.0,King Street Brewing Company,Anchorage,AK
King Street Blonde Ale,Blonde Ale,12.0,King Street Brewing Company,Anchorage,AK
India Pale Ale,India Pale Ale,16.0,Kirkwood Station Brewing Company,Kirkwood,MO
Blackberry Wheat,Wheat Ale,16.0,Kirkwood Station Brewing Company,Kirkwood,MO
Longboard Island Lager,Others,24.0,Kona Brewing Company,Kona,HI
Longboard Island Lager,Others,16.0,Kona Brewing Company,Kona,HI
Longboard Island Lager,Others,12.0,Kona Brewing Company,Kona,HI
Longboard Island Lager,Others,12.0,Kona Brewing Company,Kona,HI
Choc Beer (2003),Others,12.0,Krebs Brewing Company (Pete's Pl...,Krebs,OK
Bellingham Beer Week 2013 Collaboration,Others,16.0,Kulshan Brewery,Bellingham,WA
A Slice of Hefen,Hefeweizen,16.0,La Cumbre Brewing Company,Albuquerque,NM
Elevated IPA,India Pale Ale,16.0,La Cumbre Brewing Company,Albuquerque,NM
Rumspringa Golden Bock,Helles,12.0,Lancaster Brewing Company,Lancaster,PA
Lancaster German Style Kölsch,Others,12.0,Lancaster Brewing Company,Lancaster,PA
Beach Cruiser,Hefeweizen,12.0,Latitude 42 Brewing Company,Portage,MI
I.P. Eh!,India Pale Ale,12.0,Latitude 42 Brewing Company,Portage,MI
Schoolhouse Honey,Amber / Red Ale,12.0,Latitude 42 Brewing Company,Portage,MI
10 Degrees of Separation,Brown Ale,12.0,Latitude 42 Brewing Company,Portage,MI
Laughing Dog Cream Ale,Cream Ale,12.0,Laughing Dog Brewing Company,Ponderay,ID
Two-One Niner,Pilsner,12.0,Laughing Dog Brewing Company,Ponderay,ID
Laughing Dog IPA,India Pale Ale,12.0,Laughing Dog Brewing Company,Ponderay,ID
Madra Allta,India Pale Ale,12.0,Lavery Brewing Company,Erie,PA
Duluchan India Pale Ale,India Pale Ale,12.0,Lavery Brewing Company,Erie,PA
Lazy Monk Bohemian Pilsner,Pilsner,16.0,Lazy Monk Brewing,Eau Claire,WI
Yellowstone Golden Ale,Others,12.0,Lewis and Clark Brewing Company,Helena,MT
Tumbleweed IPA,India Pale Ale,12.0,Lewis and Clark Brewing Company,Helena,MT
Lewis & Clark Amber Ale,Amber / Red Ale,12.0,Lewis and Clark Brewing Company,Helena,MT
Miner's Gold Hefeweizen,Hefeweizen,12.0,Lewis and Clark Brewing Company,Helena,MT
Back Country Scottish Ale,Scotch Ale / Wee Heavy,12.0,Lewis and Clark Brewing Company,Helena,MT
Getaway,Pilsner,16.0,Lift Bridge Brewing Company,Stillwater,MN
Farm Girl Saison,Others,16.0,Lift Bridge Brewing Company,Stillwater,MN
Adam's Stout,Others,12.0,Liquid Hero Brewery,York,PA
American Hero,Amber / Red Ale,12.0,Liquid Hero Brewery,York,PA
Schweet Ale,Others,12.0,Liquid Hero Brewery,York,PA
Irregardless IPA,India Pale Ale,12.0,Liquid Hero Brewery,York,PA
Peach Pale Ale,Pale Ale,12.0,Lone Tree Brewing Company,Lone Tree,CO
Deadeye Jack,Porter,12.0,Lonerider Brewing Company,Raleigh,NC
Pistols at Dawn,Others,16.0,Lonerider Brewing Company,Raleigh,NC
Peacemaker Pale Ale,Pale Ale,12.0,Lonerider Brewing Company,Raleigh,NC
Shotgun Betty,Hefeweizen,12.0,Lonerider Brewing Company,Raleigh,NC
Sweet Josie,Brown Ale,12.0,Lonerider Brewing Company,Raleigh,NC
Long Trail IPA,India Pale Ale,12.0,Long Trail Brewing Company,Bridgewater Corners,VT
Long Trail Ale,Amber / Red Ale,12.0,Long Trail Brewing Company,Bridgewater Corners,VT
Double Bag,Altbier,16.0,Long Trail Brewing Company,Bridgewater Corners,VT
Blackbeary Wheat,Others,12.0,Long Trail Brewing Company,Bridgewater Corners,VT
Long Trail Ale (1),Altbier,12.0,Long Trail Brewing Company,Bridgewater Corners,VT
Gose,Others,16.0,Lost Nation Brewing,East Fairfield,VT
Vermont Pilsner,Pilsner,16.0,Lost Nation Brewing,East Fairfield,VT
Mosaic Single Hop IPA,India Pale Ale,16.0,Lost Nation Brewing,East Fairfield,VT
Lost Galaxy,India Pale Ale,16.0,Lost Nation Brewing,East Fairfield,VT
Face Plant IPA,India Pale Ale,12.0,Lost Rhino Brewing Company,Ashburn,VA
Rhino Chasers Pilsner,Pilsner,12.0,Lost Rhino Brewing Company,Ashburn,VA
Slow Hand Stout,Others,16.0,Lucette Brewing Company,Menominee,WI
Hips Don't Lie,Hefeweizen,16.0,Lucette Brewing Company,Menominie,WI
Ride Again Pale Ale,Pale Ale,16.0,Lucette Brewing Company,Menominie,WI
The Farmer's Daughter,Blonde Ale,16.0,Lucette Brewing Company,Menominie,WI
Pub Ale,Others,12.0,Lucky Town Brewing Company,Jackson,MS
Ballistic Blonde,Pale Ale,12.0,Lucky Town Brewing Company,Jackson,MS
Knotty Pine,Pale Ale,12.0,Lumberyard Brewing Company,Flagstaff,AZ
Lumberyard Pilsner,Pilsner,12.0,Lumberyard Brewing Company,Flagstaff,AZ
Lumberyard IPA,India Pale Ale,12.0,Lumberyard Brewing Company,Flagstaff,AZ
Lumberyard Red Ale,Amber / Red Ale,12.0,Lumberyard Brewing Company,Flagstaff,AZ
Mac's Highlander Pale Ale (2000),Pale Ale,12.0,MacTarnahans Brewing Company,Portland,OR
Mac's Scottish Style Amber Ale (2000),Amber / Red Ale,12.0,MacTarnahans Brewing Company,Portland,OR
Macon Progress Ale,Pale Ale,12.0,Macon Beer Company,Macon,GA
Macon History Ale,Brown Ale,12.0,Macon Beer Company,Macon,GA
Galaxy High,Double / Imperial IPA,12.0,Madtree Brewing Company,Cincinnati,OH
Sol Drifter,Blonde Ale,12.0,Madtree Brewing Company,Cincinnati,OH
Thunder Snow,Others,12.0,Madtree Brewing Company,Cincinnati,OH
The Great Pumpcan,Others,16.0,Madtree Brewing Company,Cincinnati,OH
LIFT,Others,12.0,Madtree Brewing Company,Cincinnati,OH
SPRYE,Pale Ale,12.0,Madtree Brewing Company,Cincinnati,OH
Psychopathy,India Pale Ale,12.0,Madtree Brewing Company,Cincinnati,OH
Gnarly Brown,Brown Ale,12.0,Madtree Brewing Company,Cincinnati,OH
Happy Amber,Amber / Red Ale,12.0,Madtree Brewing Company,Cincinnati,OH
#9,Others,16.0,Magic Hat Brewing Company,South Burlington,VT
Elder Betty,Hefeweizen,12.0,Magic Hat Brewing Company,South Burlington,VT
#9,Others,12.0,Magic Hat Brewing Company,South Burlington,VT
High Country Pilsner (Current),Pilsner,12.0,Mammoth Brewing Company,Mammoth Lakes,CA
Epic IPA,India Pale Ale,12.0,Mammoth Brewing Company,Mammoth Lakes,CA
Golden Trout Pilsner,Pilsner,12.0,Mammoth Brewing Company,Mammoth Lakes,CA
Real McCoy Amber Ale (Current),Amber / Red Ale,12.0,Mammoth Brewing Company,Mammoth Lakes,CA
Festivus (1),Others,12.0,Manayunk Brewing Company,Philadelphia,PA
Manayunk Oktoberfest,Others,12.0,Manayunk Brewing Company,Philadelphia,PA
Belgian Style Session Ale,Pale Ale,12.0,Manayunk Brewing Company,Philadelphia,PA
Manayunk IPA,India Pale Ale,12.0,Manayunk Brewing Company,Philadelphia,PA
Yunkin' Punkin',Others,12.0,Manayunk Brewing Company,Philadelphia,PA
Summer Paradise,Wheat Ale,12.0,Manayunk Brewing Company,Philadelphia,PA
Monk from the 'Yunk,Abbey Tripel,12.0,Manayunk Brewing Company,Philadelphia,PA
Schuylkill Punch,Others,12.0,Manayunk Brewing Company,Philadelphia,PA
Dreamin' Double IPA,Double / Imperial IPA,12.0,Manayunk Brewing Company,Philadelphia,PA
Chaotic Double IPA,Double / Imperial IPA,12.0,Manzanita Brewing Company,Santee,CA
Manzanita IPA,India Pale Ale,12.0,Manzanita Brewing Company,Santee,CA
Riverwalk Blonde Ale,Blonde Ale,12.0,Manzanita Brewing Company,Santee,CA
Gillespie Brown Ale,Brown Ale,12.0,Manzanita Brewing Company,Santee,CA
Manzanita Pale Ale,Pale Ale,12.0,Manzanita Brewing Company,Santee,CA
Marble Pilsner,Pilsner,12.0,Marble Brewery,Albuquerque,NM
Marble India Pale Ale,India Pale Ale,12.0,Marble Brewery,Albuquerque,NM
Toughcats IPA,India Pale Ale,16.0,Marshall Wharf Brewing Company,Belfast,ME
Tug Pale Ale,Pale Ale,16.0,Marshall Wharf Brewing Company,Belfast,ME
Sexy Chaos,Imperial Stout,16.0,Marshall Wharf Brewing Company,Belfast,ME
Ace Hole American Pale Ale,Pale Ale,16.0,Marshall Wharf Brewing Company,Belfast,ME
Cant Dog Imperial Pale Ale,Double / Imperial IPA,16.0,Marshall Wharf Brewing Company,Belfast,ME
River House,Others,16.0,Martin House Brewing Company,Fort Worth,TX
Pretzel Stout,Others,16.0,Martin House Brewing Company,Fort Worth,TX
Rubberneck Red,Amber / Red Ale,16.0,Martin House Brewing Company,Fort Worth,TX
The Imperial Texan,Double / Imperial IPA,16.0,Martin House Brewing Company,Fort Worth,TX
The Imperial Texan,Double / Imperial IPA,12.0,Martin House Brewing Company,Fort Worth,TX
Day Break 4-Grain Breakfast Beer,Others,16.0,Martin House Brewing Company,Fort Worth,TX
River House Saison,Others,12.0,Martin House Brewing Company,Fort Worth,TX
There Will Be Stout,Others,12.0,Martin House Brewing Company,Fort Worth,TX
Our Legacy IPA,India Pale Ale,12.0,Matt Brewing Company,Utica,NY
Saranac Shandy,Others,12.0,Matt Brewing Company,Utica,NY
Our Legacy IPA,India Pale Ale,16.0,Matt Brewing Company,Utica,NY
Saranac Golden Pilsener (2003),Pilsner,12.0,Matt Brewing Company,Utica,NY
Saranac Adirondack Light (2002),Others,12.0,Matt Brewing Company,Utica,NY
DAX Light (1998),Others,12.0,Matt Brewing Company,Utica,NY
Saranac Traditional Lager (2000),Others,12.0,Matt Brewing Company,Utica,NY
Pomegranate Wheat (2008),Others,12.0,Matt Brewing Company,Utica,NY
Blueberry Blonde Ale,Blonde Ale,12.0,Matt Brewing Company,Utica,NY
Saranac White IPA,India Pale Ale,12.0,Matt Brewing Company,Utica,NY
Saranac Summer Ale (2011),Wheat Ale,12.0,Matt Brewing Company,Utica,NY
Saranac Pale Ale (12 oz.),Pale Ale,12.0,Matt Brewing Company,Utica,NY
Saranac Pale Ale (16 oz.),Pale Ale,16.0,Matt Brewing Company,Utica,NY
Lahaina Town Brown,Brown Ale,12.0,Maui Brewing Company,Lahaina,HI
Pau Hana Pilsner,Pilsner,12.0,Maui Brewing Company,Lahaina,HI
Lemongrass Saison,Others,12.0,Maui Brewing Company,Lahaina,HI
Aloha B’ak’tun,Others,12.0,Maui Brewing Company,Lahaina,HI
Liquid Breadfruit,Others,12.0,Maui Brewing Company,Lahaina,HI
Sobrehumano Palena'ole,Amber / Red Ale,12.0,Maui Brewing Company,Lahaina,HI
La Perouse White,Witbier,12.0,Maui Brewing Company,Lahaina,HI
Flyin' HI.P.Hay,India Pale Ale,12.0,Maui Brewing Company,Lahaina,HI
Mana Wheat,Wheat Ale,12.0,Maui Brewing Company,Lahaina,HI
Bikini Blonde Lager,Others,12.0,Maui Brewing Company,Lahaina,HI
CoCoNut Porter,Porter,12.0,Maui Brewing Company,Lahaina,HI
Big Swell IPA,India Pale Ale,12.0,Maui Brewing Company,Lahaina,HI
Pit Stop Chocolate Porter,Porter,12.0,Mavericks Beer Company,Half Moon Bay,CA
Pace Setter Belgian Style Wit,Witbier,12.0,Mavericks Beer Company,Half Moon Bay,CA
Back in the Saddle Rye Pale Ale,Pale Ale,12.0,Mavericks Beer Company,Half Moon Bay,CA
Bushwhacker Cider,Others,16.0,Meckley's Cidery,Somerset Center,MI
Weim-R-Iner,Others,16.0,Meckley's Cidery,Somerset Center,MI
Cherry Bomb,Others,16.0,Meckley's Cidery,Somerset Center,MI
Tsunami IPA,India Pale Ale,19.2,Mehana Brewing Co.,Hilo,HI
Tsunami IPA,India Pale Ale,12.0,Mehana Brewing Co.,Hilo,HI
Humpback Blonde Ale,Blonde Ale,12.0,Mehana Brewing Co.,Hilo,HI
Hawaiian Crow Porter,Porter,12.0,Mehana Brewing Co.,Hilo,HI
Volcano Red Ale,Amber / Red Ale,12.0,Mehana Brewing Co.,Hilo,HI
Mauna Kea Pale Ale,Pale Ale,12.0,Mehana Brewing Co.,Hilo,HI
Shark Bait,Others,12.0,Miami Brewing Company,Miami,FL
Gator Tail Brown Ale,Brown Ale,12.0,Miami Brewing Company,Miami,FL
Miami Vice IPA,India Pale Ale,12.0,Miami Brewing Company,Miami,FL
Big Rod Coconut Ale,Blonde Ale,12.0,Miami Brewing Company,Miami,FL
Mickey Finn's Amber Ale,Amber / Red Ale,12.0,Mickey Finn's Brewery,Libertyville,IL
Pleasure Town,India Pale Ale,12.0,Midnight Sun Brewing Company,Anchorage,AK
Pleasure Town IPA,India Pale Ale,12.0,Midnight Sun Brewing Company,Anchorage,AK
Snowshoe White Ale,Witbier,12.0,Midnight Sun Brewing Company,Anchorage,AK
Kodiak Brown Ale,Brown Ale,12.0,Midnight Sun Brewing Company,Anchorage,AK
Sockeye Red IPA,India Pale Ale,12.0,Midnight Sun Brewing Company,Anchorage,AK
Habitus (2014),Double / Imperial IPA,16.0,Mike Hess Brewing Company,San Diego,CA
Solis,India Pale Ale,16.0,Mike Hess Brewing Company,San Diego,CA
Jucundus,Wheat Ale,16.0,Mike Hess Brewing Company,San Diego,CA
Habitus,Double / Imperial IPA,16.0,Mike Hess Brewing Company,San Diego,CA
Grazias,Cream Ale,16.0,Mike Hess Brewing Company,San Diego,CA
Claritas,Others,16.0,Mike Hess Brewing Company,San Diego,CA
Vinyl Frontier,Double / Imperial IPA,24.0,Mikerphone Brewing,Chicago,IL
Disco Superfly,India Pale Ale,24.0,Mikerphone Brewing,Chicago,IL
Misty Mountain Hop,India Pale Ale,24.0,Mikerphone Brewing,Chicago,IL
One-Hit Wonderful,India Pale Ale,24.0,Mikerphone Brewing,Chicago,IL
En Parfaite Harmonie,Others,24.0,Mikerphone Brewing,Chicago,IL
Daft Funk,Others,24.0,Mikerphone Brewing,Chicago,IL
Love In An Ellavator,India Pale Ale,24.0,Mikerphone Brewing,Chicago,IL
Spin Doctor,Pale Ale,24.0,Mikerphone Brewing,Chicago,IL
Keeper (Current),Pilsner,12.0,Mikkeller,Pottstown,PA
