id,name,style,brewery_id,ounces,brewery_id,brewery_name,city,state
1768,"Stone Fort Brown Ale","English Brown Ale",183,16,183,"Seventh Son Brewing Company",Columbus," OH"
1769,"White Magick of the Sun",Witbier,322,12,322,"Voodoo Brewery",Meadville," PA"
1770,"Voodoo Love Child",Tripel,322,12,322,"Voodoo Brewery",Meadville," PA"
1771,"Lil SIPA","American IPA",321,16,321,"Rivertown Brewing Company",Lockland," OH"
1772,"Jacaranada Rye IPA","American IPA",320,16,320,"Claremont Craft Ales",Claremont," CA"
1773,"12 Man Pale Ale","American Pale Ale (APA)",319,12,319,"Dick's Brewing Company",Centralia," WA"
1774,Hijack,"Cream Ale",242,12,242,"Infamous Brewing Company",Austin," TX"
1775,"Autocrat Coffee Milk Stout","Milk / Sweet Stout",143,16,143,"Narragansett Brewing Company",Providence," RI"
1776,"All Nighter Ale","Extra Special / Strong Bitter (ESB)",318,12,318,"Banner Beer Company",Williamsburg," MA"
1777,"2020 IPA","American IPA",240,16,240,"Golden Road Brewing","Los Angeles"," CA"
1778,"On the Count of 3 (2015)",Hefeweizen,292,16,292,"Baxter Brewing Company",Lewiston," ME"
1779,"Lost Trout Brown Ale","American Brown Ale",142,12,142,"Third Street Brewhouse","Cold Spring"," MN"
1780,"Rise to the Top","Cream Ale",142,12,142,"Third Street Brewhouse","Cold Spring"," MN"
1781,"Three Way Pale Ale","American Pale Ale (APA)",142,12,142,"Third Street Brewhouse","Cold Spring"," MN"
1782,"Kiss Off IPA","American IPA",164,12,164,"Round Guys Brewing",Lansdale," PA"
1783,"Toughcats IPA","American IPA",317,16,317,"Marshall Wharf Brewing Company",Belfast," ME"
1784,"Appreciation Ale","American IPA",316,16,316,"Iron Hill Brewery & Restaurant",Wilmington," DE"
1785,"Le Flaneur Ale","American Wild Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1786,"Half Court IPA","American IPA",315,16,315,"Cutters Brewing Company",Avon," IN"
1787,"Floyd's Folly","Scottish Ale",315,16,315,"Cutters Brewing Company",Avon," IN"
1788,"Monon Wheat",Witbier,315,16,315,"Cutters Brewing Company",Avon," IN"
1789,"Lost River Blonde Ale","American Blonde Ale",315,16,315,"Cutters Brewing Company",Avon," IN"
1791,"Hot Date Ale","Chile Beer",314,16,314,"Piney River Brewing Company",Bucryus," MO"
1792,"Iron Butt Red Ale","American Amber / Red Ale",313,12,313,"Slanted Rock Brewing Company",Meridian," ID"
1793,"Thunder Ann","American Pale Ale (APA)",312,12,312,"Jackalope Brewing Company",Nashville," TN"
1794,"People's Pilsner","German Pilsener",205,12,205,"People's Brewing Company",Lafayette," IN"
1795,"Filthy Hoppin' IPA","American IPA",311,16,311,"Dirty Bucket Brewing Company",Woodinville," WA"
1797,"Black Bay Milk Stout","Milk / Sweet Stout",310,12,310,"Pine Street Brewery","San Francisco"," CA"
1798,"Thanksgiving Ale",Kölsch,309,12,309,"Sockeye Brewing Company",Boise," ID"
1799,"Are Wheat There Yet?","American Pale Wheat Ale",308,12,308,"Brew Bus Brewing",Tampa," FL"
1800,"Rollin Dirty Red Ale","Irish Red Ale",308,12,308,"Brew Bus Brewing",Tampa," FL"
1801,"Last Stop IPA","American IPA",308,12,308,"Brew Bus Brewing",Tampa," FL"
1802,"You're My Boy, Blue","Fruit / Vegetable Beer",308,12,308,"Brew Bus Brewing",Tampa," FL"
1803,"Java the Hop","American IPA",206,16,206,"Fort George Brewery",Astoria," OR"
1804,Mjöllnir,"Herbed / Spiced Beer",212,12,212,"Crow Peak Brewing Company",Spearfish," SD"
1805,"Rodeo Rye Pale Ale","American Pale Ale (APA)",307,12,307,"Payette Brewing Company","Garden City"," ID"
1806,"Hoptopus Double IPA","American Double / Imperial IPA",306,16,306,"Beach Brewing Company","Virginia Beach"," VA"
1807,"Maine Island Trail Ale","American Pale Ale (APA)",42,16,42,"Rising Tide Brewing Company",Portland," ME"
1808,"Pilot Rock Porter","American Porter",155,12,155,"Caldera Brewing Company",Ashland," OR"
1809,"The Tradition","American Blonde Ale",227,12,227,"DC Brau Brewing Company",Washington," DC"
1810,"Focal Banger","American IPA",272,16,272,"The Alchemist",Waterbury," VT"
1811,Marblehead,"American Amber / Red Ale",305,16,305,"Night Shift Brewing",Everett," MA"
1812,"Quarter Mile Double IPA","American Double / Imperial IPA",304,12,304,"Blue Hills Brewery",Canton," MA"
1813,#9,"Fruit / Vegetable Beer",303,16,303,"Magic Hat Brewing Company","South Burlington"," VT"
1814,"Pleasure Town IPA","American IPA",223,12,223,"Midnight Sun Brewing Company",Anchorage," AK"
1815,SPRYE,"American Pale Ale (APA)",91,12,91,"Madtree Brewing Company",Cincinnati," OH"
1816,LIFT,Kölsch,91,12,91,"Madtree Brewing Company",Cincinnati," OH"
1817,"Klingon Warnog Roggen Dunkel",Roggenbier,17,16,17,"Tin Man Brewing Company",Evansville," IN"
1818,"Keebarlin' Pale Ale","American Pale Ale (APA)",171,12,171,"Anderson Valley Brewing Company",Boonville," CA"
1819,"Spiteful IPA","American IPA",175,12,175,"Spiteful Brewing Company",Chicago," IL"
1820,"Ghost Bike Pale Ale","American Pale Ale (APA)",175,16,175,"Spiteful Brewing Company",Chicago," IL"
1821,"Bitter Biker Double IPA","American Double / Imperial IPA",175,12,175,"Spiteful Brewing Company",Chicago," IL"
1823,"Wasatch Ghostrider White IPA","American White IPA",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1824,"Devastator Double Bock",Doppelbock,302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1825,"Squatters Hop Rising Double IPA","American Double / Imperial IPA",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1826,"Squatters Full Suspension Pale Ale","American Pale Ale (APA)",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1827,"Deep Ellum Pale Ale","American Pale Ale (APA)",127,12,127,"Deep Ellum Brewing Company",Dallas," TX"
1828,"Hopsmith Pale Lager","American Pale Lager",301,16,301,"Old Forge Brewing Company",Danville," PA"
1829,"312 Urban Wheat Ale","American Pale Wheat Ale",88,12,88,"Goose Island Brewing Company",Chicago," IL"
1830,"Porch Rocker",Radler,300,12,300,"Boston Beer Company",Boston," MA"
1831,"Our Legacy IPA","American IPA",299,12,299,"Matt Brewing Company",Utica," NY"
1832,"Adam's Stout","American Stout",298,12,298,"Liquid Hero Brewery",York," PA"
1833,"Hop Farm IPA","American IPA",297,12,297,"Hop Farm Brewing Company",Pittsburgh," PA"
1834,"One Nut Brown","American Brown Ale",297,12,297,"Hop Farm Brewing Company",Pittsburgh," PA"
1835,Provision,"Saison / Farmhouse Ale",297,12,297,"Hop Farm Brewing Company",Pittsburgh," PA"
1836,"Widmer Brothers Hefeweizen",Hefeweizen,296,12,296,"Widmer Brothers Brewing Company",Portland," OR"
1837,"Hefe Black",Hefeweizen,296,12,296,"Widmer Brothers Brewing Company",Portland," OR"
1838,"Hefe Lemon",Radler,296,12,296,"Widmer Brothers Brewing Company",Portland," OR"
1839,"Chin Music Amber Lager","American Amber / Red Lager",122,12,122,"Center of the Universe Brewing C...",Ashland," VA"
1841,"Alpha Blackback","American Black Ale",164,12,164,"Round Guys Brewing",Lansdale," PA"
1842,"Original Slacker Ale","English Brown Ale",164,12,164,"Round Guys Brewing",Lansdale," PA"
1843,"Strawberry White",Witbier,295,12,295,"Wachusett Brewing Company",Westminster," MA"
1844,"Wachusett IPA","American IPA",295,12,295,"Wachusett Brewing Company",Westminster," MA"
1845,"Green Monsta IPA","American IPA",295,12,295,"Wachusett Brewing Company",Westminster," MA"
1846,"Wachusett Light IPA","American IPA",295,12,295,"Wachusett Brewing Company",Westminster," MA"
1847,"Colorado Red Ale","American Amber / Red Ale",294,12,294,"Black Shirt Brewing Company",Denver," CO"
1848,"American Red Saison","Saison / Farmhouse Ale",294,12,294,"Black Shirt Brewing Company",Denver," CO"
1849,"American Red Porter","American Porter",294,12,294,"Black Shirt Brewing Company",Denver," CO"
1850,"American India Red Ale","American Strong Ale",294,12,294,"Black Shirt Brewing Company",Denver," CO"
1851,Cougar,"American Blonde Ale",93,12,93,"Rhinegeist Brewery",Cincinnati," OH"
1852,Truth,"American IPA",93,12,93,"Rhinegeist Brewery",Cincinnati," OH"
1853,"Ferus Fluxus Wild Belgian Pale Ale","American Wild Ale",51,19.2,51,"Upslope Brewing Company",Boulder," CO"
1854,"Blue Boots IPA","American IPA",293,16,293,"Northampton Brewery",Northamtpon," MA"
1855,"Tarnation California-Style Lager","California Common / Steam Beer",292,12,292,"Baxter Brewing Company",Lewiston," ME"
1856,"IPA & a Half","American IPA",291,12,291,"Tommyknocker Brewery","Idaho Springs"," CO"
1857,"Supergoose IPA","American IPA",290,12,290,"Hale's Ales",Seattle," WA"
1858,"Hodad Porter","American Porter",172,16,172,"Fiddlehead Brewing Company",Shelburne," VT"
1859,"Old Chub NITRO","Scotch Ale / Wee Heavy",166,16,166,"Oskar Blues Brewery",Longmont," CO"
1860,"Rogue American Amber Ale","American Amber / Red Ale",289,16,289,"Rogue Ales",Newport," OR"
1861,BLAKKR,"American Black Ale",128,12,128,"Real Ale Brewing Company",Blanco," TX"
1864,"Saint Archer Blonde",Kölsch,288,12,288,"Saint Archer Brewery","San Diego"," CA"
1865,"Saint Archer Pale Ale","American Pale Ale (APA)",288,12,288,"Saint Archer Brewery","San Diego"," CA"
1867,"Saint Archer IPA","American IPA",288,12,288,"Saint Archer Brewery","San Diego"," CA"
1868,"Saint Archer White Ale",Witbier,288,12,288,"Saint Archer Brewery","San Diego"," CA"
1870,"Contact High","American Pale Wheat Ale",60,12,60,"4 Hands Brewing Company","Saint Louis"," MO"
1872,"Local Buzz","American Blonde Ale",287,12,287,"Four Corners Brewing Company",Dallas," TX"
1873,"Block Party Robust Porter","American Porter",287,12,287,"Four Corners Brewing Company",Dallas," TX"
1874,"El Chingon IPA","American IPA",287,12,287,"Four Corners Brewing Company",Dallas," TX"
1875,"Naked Pig Pale Ale","American Pale Ale (APA)",286,12,286,"Back Forty Beer Company",Gadsden," AL"
1876,"Truck Stop Honey Brown Ale","English Brown Ale",286,12,286,"Back Forty Beer Company",Gadsden," AL"
1877,"Patrick's Poison","American Amber / Red Ale",43,12,43,"Rivertowne Brewing Company",Export," PA"
1878,"OH-PA Session Pale Ale","American Pale Ale (APA)",43,12,43,"Rivertowne Brewing Company",Export," PA"
1879,"Hop Lace","American White IPA",43,12,43,"Rivertowne Brewing Company",Export," PA"
1880,"All Aboard! Anniversary Stout","Oatmeal Stout",43,12,43,"Rivertowne Brewing Company",Export," PA"
1881,"Seiche Scottish Ale","Scottish Ale",285,16,285,"Catawba Island Brewing","Port Clinton"," OH"
1882,"Whitecap Wit",Witbier,285,16,285,"Catawba Island Brewing","Port Clinton"," OH"
1883,"Centennial State Pale Ale","American Pale Ale (APA)",166,19.2,166,"Oskar Blues Brewery",Longmont," CO"
1884,"Hop Freak","American Double / Imperial IPA",284,16,284,"Milwaukee Brewing Company",Milwaukee," WI"
1885,"Gutch English Style Mild Ale","English Pale Mild Ale",283,12,283,"Defiance Brewing Company",Hays," KS"
1886,"Thrasher Session India Pale Ale","American IPA",283,12,283,"Defiance Brewing Company",Hays," KS"
1887,"Abbey's Single Ale (Current)","Abbey Single Ale",57,12,57,"Destihl Brewery",Bloomington," IL"
1888,"Hoperation Overload","American Double / Imperial IPA",57,12,57,"Destihl Brewery",Bloomington," IL"
1889,"Leatherhead Red","American Amber / Red Ale",282,12,282,"Thunderhead Brewing Company",Kearney," NE"
1890,"Lucky Buck","Irish Dry Stout",281,16,281,"Bolero Snort Brewery","Ridgefield Park"," NJ"
1891,"Longhop IPA","American IPA",281,16,281,"Bolero Snort Brewery","Ridgefield Park"," NJ"
1893,"Hill 88 Double IPA","American Double / Imperial IPA",280,16,280,"Headlands Brewing Company","Mill Valley"," CA"
1894,"Pt. Bonita Rustic Lager","American Pale Lager",280,16,280,"Headlands Brewing Company","Mill Valley"," CA"
1895,"Groupe G","Belgian IPA",280,16,280,"Headlands Brewing Company","Mill Valley"," CA"
1896,"Aftermath Pale Ale","American Pale Ale (APA)",112,12,112,"Black Market Brewing Company",Temecula," CA"
1897,"Black Market Hefeweizen",Hefeweizen,112,12,112,"Black Market Brewing Company",Temecula," CA"
1898,"Blackmarket Rye IPA","American IPA",112,12,112,"Black Market Brewing Company",Temecula," CA"
1899,"La Ferme Urbaine Farmhouse Ale","Saison / Farmhouse Ale",279,12,279,"Foolproof Brewing Company",Pawtucket," RI"
1900,"Lost Sailor IPA","English India Pale Ale (IPA)",278,12,278,"Berkshire Brewing Company","South Deerfield"," MA"
1901,"Bent Hop Golden IPA","American IPA",75,12,75,"Bent Paddle Brewing Company",Duluth," MN"
1902,"14° ESB ","Extra Special / Strong Bitter (ESB)",75,12,75,"Bent Paddle Brewing Company",Duluth," MN"
1903,"Let It Ride IPA","American IPA",277,12,277,"Indeed Brewing Company",Minneapolis," MN"
1904,"White Rabbit ",Witbier,140,12,140,"Independence Brewing Company",Austin," TX"
1905,"Sierra Nevada Pale Ale","American Pale Ale (APA)",83,16,83,"Sierra Nevada Brewing Company",Chico," CA"
1906,"Driftwood Ale","Extra Special / Strong Bitter (ESB)",276,12,276,"Montauk Brewing Company",Montauk," NY"
1907,"Montauk Summer Ale","American Blonde Ale",276,12,276,"Montauk Brewing Company",Montauk," NY"
1908,"Fresh Slice White IPA","American White IPA",275,12,275,"Otter Creek Brewing",Middlebury," VT"
1909,"Big Chuck Barleywine","American Barleywine",274,12,274,"Portside Brewery",Cleveland," OH"
1910,"Lake House","Munich Helles Lager",192,16,192,"Capital Brewery",Middleton," WI"
1911,"Suicide Squeeze IPA","American IPA",206,16,206,"Fort George Brewery",Astoria," OR"
1912,"40 Mile IPA","American IPA",273,12,273,"Three Notch'd Brewing Company",Charlottesville," VA"
1913,"Hydraulion Red","Irish Red Ale",273,12,273,"Three Notch'd Brewing Company",Charlottesville," VA"
1914,Beelzebub,"American Double / Imperial Stout",272,16,272,"The Alchemist",Waterbury," VT"
1915,"The Crusher","American Double / Imperial IPA",272,16,272,"The Alchemist",Waterbury," VT"
1916,"Petit Mutant","American Wild Ale",272,16,272,"The Alchemist",Waterbury," VT"
1917,"Left of the Dial IPA","American IPA",271,12,271,"Notch Brewing Company",Ipswich," MA"
1918,"CANfusion Rye Bock","Rye Beer",83,12,83,"Sierra Nevada Brewing Company",Chico," CA"
1919,"Yonder Bock","Maibock / Helles Bock",83,12,83,"Sierra Nevada Brewing Company",Chico," CA"
1920,"Alaskan Amber",Altbier,270,12,270,"Alaskan Brewing Company",Juneau," AK"
1921,"Freeride APA","American Pale Ale (APA)",270,12,270,"Alaskan Brewing Company",Juneau," AK"
1922,"Southern Drawl Pale Lager","American Pale Lager",269,12,269,"Great Raft Brewing Company",Shreveport," LA"
1923,"Commotion APA","American Pale Ale (APA)",269,12,269,"Great Raft Brewing Company",Shreveport," LA"
1924,"Long Trail Ale","American Amber / Red Ale",268,12,268,"Long Trail Brewing Company","Bridgewater Corners"," VT"
1925,"Trader Session IPA","American IPA",159,12,159,"Uinta Brewing Company","Salt Lake City"," UT"
1926,"Long Trail IPA","English India Pale Ale (IPA)",268,12,268,"Long Trail Brewing Company","Bridgewater Corners"," VT"
1927,"Beach Blonde","American Blonde Ale",267,16,267,"Cape Cod Beer",Hyannis," MA"
1928,"Cape Cod Red","American Amber / Red Ale",267,16,267,"Cape Cod Beer",Hyannis," MA"
1929,"Second Fiddle","American Double / Imperial IPA",172,16,172,"Fiddlehead Brewing Company",Shelburne," VT"
1930,"Summer Session Ale","American Pale Wheat Ale",266,12,266,"Peak Organic Brewing Company",Portland," ME"
1931,"Fresh Cut Pilsner","American Pilsner",266,12,266,"Peak Organic Brewing Company",Portland," ME"
1932,"Thai Style White IPA","American White IPA",51,12,51,"Upslope Brewing Company",Boulder," CO"
1933,"Missile IPA","American IPA",236,12,236,"Champion Brewing Company",Charlottesville," VA"
1934,"SunSpot Golden Ale","American Blonde Ale",30,12,30,"SanTan Brewing Company",Chandler," AZ"
1935,Zen,"American Pale Ale (APA)",93,12,93,"Rhinegeist Brewery",Cincinnati," OH"
1936,"Farmer's Tan Red Ale","American Amber / Red Ale",265,12,265,"Tractor Brewing Company",Albuquerque," NM"
1937,"Milk Mustachio Stout","Milk / Sweet Stout",265,12,265,"Tractor Brewing Company",Albuquerque," NM"
1938,"Almanac IPA","American IPA",265,12,265,"Tractor Brewing Company",Albuquerque," NM"
1939,Gatecrasher,"English India Pale Ale (IPA)",210,12,210,"Temperance Beer Company",Evanston," IL"
1940,077XX,"American Double / Imperial IPA",222,16,222,"Carton Brewing Company","Atlantic Highlands"," NJ"
1941,"Monkey Chased the Weasel","Berliner Weissbier",222,16,222,"Carton Brewing Company","Atlantic Highlands"," NJ"
1942,"Rudie Session IPA","American IPA",264,12,264,"Ska Brewing Company",Durango," CO"
1943,"Graham Cracker Porter","American Porter",263,12,263,"Denver Beer Company",Denver," CO"
1944,"Incredible Pedal IPA","American IPA",263,12,263,"Denver Beer Company",Denver," CO"
1945,"Birdhouse Pale Ale","Belgian Pale Ale",262,12,262,"The Brewer's Art",Baltimore," MD"
1946,"Overgrown American Pale Ale","American Pale Ale (APA)",261,12,261,"Otter Creek Brewing",Waterbury," VT"
1947,"Tree Bucket","Belgian IPA",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1948,"30 Min Coma","Belgian IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1949,"Pothole Stout","American Stout",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1950,"Dragonfly IPA","American IPA",202,16,202,"Upland Brewing Company",Bloomington," IN"
1951,"Upland Wheat Ale",Witbier,202,16,202,"Upland Brewing Company",Bloomington," IN"
1952,"Train Wreck","American Amber / Red Ale",260,16,260,"Mountain Town Brewing Company ","Mount Pleasant"," MI"
1953,"Honey Lav","American Pale Wheat Ale",12,12,12,"Blackrocks Brewery",Marquette," MI"
1954,"Ghost Ship White IPA","American IPA",192,12,192,"Capital Brewery",Middleton," WI"
1955,"Best Brown","American Brown Ale",76,16,76,"Bell's Brewery",Kalamazoo," MI"
1956,"Farmer's Daughter Wheat","American Pale Wheat Ale",205,12,205,"People's Brewing Company",Lafayette," IN"
1957,"805 Blonde Ale","American Blonde Ale",48,12,48,"Firestone Walker Brewing Company","Paso Robles"," CA"
1958,"Belgian Wit",Witbier,10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1959,"Agent a Deux","Belgian Dark Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1960,"Saison Pamplemousse","Saison / Farmhouse Ale",240,12,240,"Golden Road Brewing","Los Angeles"," CA"
1961,"Ozark American Pale Ale","American Pale Ale (APA)",259,12,259,"Ozark Beer Company",Rogers," AR"
1962,"Sensi Harvest","American Pale Ale (APA)",46,12,46,"Sixpoint Craft Ales",Brooklyn," NY"
1963,Wonderstuff,"German Pilsener",258,12,258,"Bauhaus Brew Labs",Minneapolis," MN"
1964,Stargrazer,Schwarzbier,258,12,258,"Bauhaus Brew Labs",Minneapolis," MN"
1965,Sky-Five,"American IPA",258,12,258,"Bauhaus Brew Labs",Minneapolis," MN"
1966,"Wagon Party","California Common / Steam Beer",258,12,258,"Bauhaus Brew Labs",Minneapolis," MN"
1967,"General George Patton Pilsner","Czech Pilsener",26,16,26,"Evil Czech Brewery",Mishawaka," IN"
1968,"FMB 101",Kölsch,36,12,36,"Figueroa Mountain Brewing Company",Buellton," CA"
1969,"Kol' Beer",Kölsch,257,16,257,"South Austin Brewery","South Austin"," TX"
1970,"6 String Saison","Saison / Farmhouse Ale",257,16,257,"South Austin Brewery","South Austin"," TX"
1971,"Texas Pale Ale (TPA)","American IPA",257,16,257,"South Austin Brewery","South Austin"," TX"
1972,LuckenBock,Bock,257,16,257,"South Austin Brewery","South Austin"," TX"
1973,"North French","Bière de Garde",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1974,"Coq D'Or","Belgian Pale Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1975,"Blue Paddle","Czech Pilsener",82,12,82,"New Belgium Brewing Company","Fort Collins"," CO"
1976,"Undertaker (2014)","Belgian Dark Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1977,Undertaker,"Belgian Dark Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1978,"1554 Black Lager","Euro Dark Lager",82,12,82,"New Belgium Brewing Company","Fort Collins"," CO"
1979,"Bitter Bitch","American Pale Ale (APA)",177,12,177,"18th Street Brewery",Gary," IN"
1980,"Troll Destroyer","Belgian IPA",177,12,177,"18th Street Brewery",Gary," IN"
1981,"Hardcore Chimera","American Double / Imperial IPA",256,16,256,"Finch's Beer Company",Chicago," IL"
1982,"Greenwood Beach","Fruit / Vegetable Beer",210,12,210,"Temperance Beer Company",Evanston," IL"
1983,Brontide,"American Black Ale",255,12,255,"Stillwater Artisanal Ales",Baltimore," MD"
1984,"Cherry Bomb",Cider,254,16,254,"Meckley's Cidery","Somerset Center"," MI"
1985,Weim-R-Iner,Cider,254,16,254,"Meckley's Cidery","Somerset Center"," MI"
1986,"Bushwhacker Cider",Cider,254,16,254,"Meckley's Cidery","Somerset Center"," MI"
1987,Shift,"American Pale Lager",82,12,82,"New Belgium Brewing Company","Fort Collins"," CO"
1988,"Two Hearted","American IPA",76,16,76,"Bell's Brewery",Kalamazoo," MI"
1989,Oberon,"American Pale Wheat Ale",76,16,76,"Bell's Brewery",Kalamazoo," MI"
1990,"Cherry Ale","Fruit / Vegetable Beer",165,16,165,"Great Crescent Brewery",Aurora," IN"
1992,Franz,"Märzen / Oktoberfest",93,12,93,"Rhinegeist Brewery",Cincinnati," OH"
1993,Panther,"American Porter",93,12,93,"Rhinegeist Brewery",Cincinnati," OH"
1994,"The Great Pumpcan","Fruit / Vegetable Beer",91,16,91,"Madtree Brewing Company",Cincinnati," OH"
1995,Oktoberfest,"Märzen / Oktoberfest",30,12,30,"SanTan Brewing Company",Chandler," AZ"
1996,"Fistful of Hops Green","American IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1997,"Pumpkin Tart","Fruit / Vegetable Beer",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1998,"Old Detroit","American Amber / Red Ale",253,12,253,"Frankenmuth Brewery",Frankenmuth," MI"
1999,"Fistful Of Hops Blue","American IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2000,"Fistful of Hops Orange","American IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2001,"Fistful Of Hops Red","American IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
2002,"Giant DIPA","American Double / Imperial IPA",252,16,252,"Santa Cruz Mountain Brewing","Santa Cruz"," CA"
2003,"Escape to Colorado","American IPA",81,12,81,"Epic Brewing",Denver," CO"
2004,"Hop Syndrome","American Pale Lager",81,12,81,"Epic Brewing",Denver," CO"
2005,"Barrio Blanco","American IPA",251,12,251,"Barrio Brewing Company",Tucson," AZ"
2006,"Moe Lasses'","American Stout",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2007,"Norm's Gateway IPA","American IPA",124,12,124,"Griffin Claw Brewing Company",Birmingham," MI"
2008,"Element 29","American Pale Ale (APA)",81,12,81,"Epic Brewing",Denver," CO"
2009,"Happening Now","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
2010,"Puppy's Breath Porter","American Porter",141,12,141,"Cigar City Brewing Company",Tampa," FL"
2011,Oktoberfest,"Märzen / Oktoberfest",141,12,141,"Cigar City Brewing Company",Tampa," FL"
2012,"Sugar Plum","American Brown Ale",141,12,141,"Cigar City Brewing Company",Tampa," FL"
2013,"Wandering Pelican","American Black Ale",141,12,141,"Cigar City Brewing Company",Tampa," FL"
2014,"Operation Homefront","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
2015,"Strawberry Blonde","Fruit / Vegetable Beer",57,12,57,"Destihl Brewery",Bloomington," IL"
2016,Englishman,"English Brown Ale",250,16,250,"Chapman's Brewing",Angola," IN"
2017,"Pail Ale","American Pale Ale (APA)",250,16,250,"Chapman's Brewing",Angola," IN"
2018,"Ale Cider","Fruit / Vegetable Beer",250,16,250,"Chapman's Brewing",Angola," IN"
2019,Enlighten,Kölsch,250,16,250,"Chapman's Brewing",Angola," IN"
2021,"Here Gose Nothin'",Gose,57,12,57,"Destihl Brewery",Bloomington," IL"
2022,"Winter White",Witbier,76,16,76,"Bell's Brewery",Kalamazoo," MI"
2023,"Pepper in the Rye","Rye Beer",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
2024,"Montauk Light","Light Lager",249,12,249,"Southampton Publick House",Southampton," NY"
2025,"Vertex IPA","American IPA",57,12,57,"Destihl Brewery",Bloomington," IL"
2026,Pursuit,"American IPA",248,12,248,"Half Full Brewery",Stamford," CT"
2027,"Hyzer Flip","American Double / Imperial IPA",172,16,172,"Fiddlehead Brewing Company",Shelburne," VT"
2028,Athena,"Berliner Weissbier",247,12,247,"Creature Comforts",Athens," GA"
2029,Tropicalia,"American IPA",247,12,247,"Creature Comforts",Athens," GA"
2030,"Smoking Mirror","American Porter",246,12,246,"Quest Brewing Company",Greenville," SC"
2031,"Golden Fleece","Belgian Pale Ale",246,12,246,"Quest Brewing Company",Greenville," SC"
2032,"Ballistic Blonde","Belgian Pale Ale",245,12,245,"Lucky Town Brewing Company",Jackson," MS"
2033,"Pub Ale","English Dark Mild Ale",245,12,245,"Lucky Town Brewing Company",Jackson," MS"
2034,"South Bay Session IPA","American IPA",33,16,33,"The Dudes' Brewing Company",Torrance," CA"
2035,"Kolschtal Eddy",Kölsch,33,16,33,"The Dudes' Brewing Company",Torrance," CA"
2036,Getaway,"German Pilsener",244,16,244,"Lift Bridge Brewing Company",Stillwater," MN"
2037,"The Gilded Age","Munich Helles Lager",243,12,243,"Two Henrys Brewing Company","Plant City"," FL"
2038,"Infamous IPA","American IPA",242,12,242,"Infamous Brewing Company",Austin," TX"
2039,Uroboros,"American Stout",193,12,193,"Anthem Brewing Company","Oklahoma City"," OK"
2040,Arjuna,Witbier,193,12,193,"Anthem Brewing Company","Oklahoma City"," OK"
2041,"Dammit Jim!","American Amber / Red Ale",241,12,241,"New Republic Brewing Company","College Station"," TX"
2042,Kadigan,"American Blonde Ale",241,12,241,"New Republic Brewing Company","College Station"," TX"
2043,Skylight,Dunkelweizen,241,12,241,"New Republic Brewing Company","College Station"," TX"
2044,"Captain's Daughter","American Double / Imperial IPA",86,12,86,"Grey Sail Brewing Company",Westerly," RI"
2045,"Might As Well IPL","American Pale Lager",240,16,240,"Golden Road Brewing","Los Angeles"," CA"
2047,Tarasque,"Saison / Farmhouse Ale",239,12,239,"Wiseacre Brewing Company",Memphis," TN"
2048,"Dayman IPA","American IPA",43,12,43,"Rivertowne Brewing Company",Export," PA"
2049,"Headless Wylie","Pumpkin Ale",43,12,43,"Rivertowne Brewing Company",Export," PA"
2050,"Cream Ale","Cream Ale",238,12,238,"Newburgh Brewing Company",Newburgh," NY"
2051,"Bravo Four Point","American Pale Ale (APA)",237,12,237,"Devil's Backbone Brewing Company",Lexington," VA"
2052,Dankosaurus,"American IPA",29,16,29,"Cedar Creek Brewery","Seven Points"," TX"
2053,"Fear of a Brett Planet","American Pale Ale (APA)",164,12,164,"Round Guys Brewing",Lansdale," PA"
2054,"Pale Alement","American Pale Ale (APA)",24,16,24,"Burn 'Em Brewing","Michigan City"," IN"
2055,"Killer Kolsch",Kölsch,236,12,236,"Champion Brewing Company",Charlottesville," VA"
2056,"Black Me Stout","American Stout",236,12,236,"Champion Brewing Company",Charlottesville," VA"
2057,"Stickin' In My Rye","Rye Beer",236,24,236,"Champion Brewing Company",Charlottesville," VA"
